MN_CRE106,MN_CRE111,MN_CRE112,MN_CRE11,MN_CRE124,MN_CRE127,MN_CRE128,MN_CRE129,MN_CRE12,MN_CRE131,MN_CRE132,MN_CRE133,MN_CRE134,MN_CRE137,MN_CRE138,MN_CRE142,MN_CRE143,MN_CRE144,MN_CRE145,MN_CRE146,MN_CRE147,MN_CRE150,MN_CRE151,MN_CRE153,MN_CRE156,MN_CRE157,MN_CRE158,MN_CRE159,MN_CRE15,MN_CRE161,MN_CRE162,MN_CRE163,MN_CRE169,MN_CRE174,MN_CRE178,MN_CRE179,MN_CRE184,MN_CRE188,MN_CRE189,MN_CRE18,MN_CRE190,MN_CRE196,MN_CRE197,MN_CRE198,MN_CRE19,MN_CRE203,MN_CRE204,MN_CRE205,MN_CRE207,MN_CRE209,MN_CRE20,MN_CRE210,MN_CRE214,MN_CRE215,MN_CRE216,MN_CRE219,MN_CRE220,MN_CRE221,MN_CRE222,MN_CRE223,MN_CRE225,MN_CRE226,MN_CRE227,MN_CRE229,MN_CRE22,MN_CRE230,MN_CRE232,MN_CRE235,MN_CRE236,MN_CRE237,MN_CRE238,MN_CRE23,MN_CRE240,MN_CRE241,MN_CRE243,MN_CRE248,MN_CRE249,MN_CRE250,MN_CRE30,MN_CRE31,MN_CRE36,MN_CRE39,MN_CRE3,MN_CRE40,MN_CRE41,MN_CRE42,MN_CRE47,MN_CRE4,MN_CRE50,MN_CRE60,MN_CRE63,MN_CRE67,MN_CRE6,MN_CRE73,MN_CRE76,MN_CRE77,MN_CRE78,MN_CRE81,MN_CRE82,MN_CRE83,MN_CRE94,MN_CRE97,TN_CRE104,TN_CRE106,TN_CRE10,TN_CRE110,TN_CRE111,TN_CRE112,TN_CRE113,TN_CRE114,TN_CRE117,TN_CRE121,TN_CRE125,TN_CRE126,TN_CRE12,TN_CRE131,TN_CRE134,TN_CRE136,TN_CRE142,TN_CRE144,TN_CRE145,TN_CRE148,TN_CRE150,TN_CRE153,TN_CRE155,TN_CRE21,TN_CRE24,TN_CRE25,TN_CRE29,TN_CRE37,TN_CRE39,TN_CRE3,TN_CRE40,TN_CRE41,TN_CRE42,TN_CRE44,TN_CRE50,TN_CRE51,TN_CRE53,TN_CRE56,TN_CRE58,TN_CRE59,TN_CRE64,TN_CRE66,TN_CRE70,TN_CRE72,TN_CRE74,TN_CRE76,TN_CRE77,TN_CRE79,TN_CRE7,TN_CRE82,TN_CRE85,TN_CRE86,TN_CRE88,TN_CRE89,TN_CRE94,TN_CRE95,TN_CRE99
58,175,62,18567,60,63,58,55,55,18531,18553,61,57,65,18526,18477,63698,58,54,50,57,63,54,62,69,52,60,64,58,18294,33,18369,52,67,67,78,59,54,73532,54,117440,57,60,59,58,59,55,54,57,18396,59,18435,56,41,44,60,57,58,17452,18450,17522,17179,18230,70,54,64,59,54,50,62,60,56,118664,53,52,57,53,51,58,56,52,50,54,167,165,56,58,53,73671,70,54,70,18522,56,54,53,59,52,56,52,56,63,18194,58680,63742,17847,75742,17950,62958,18252,110337,71754,17997,46,34,70552,18295,59039,17802,0,74774,18081,371,18097,18200,18175,74059,17906,37,72589,113790,62168,58434,113831,18037,40,18097,18114,63590,18121,57998,17845,75590,58614,18326,18195,63076,58688,63675,18419,34,75916,58758,71413,58775,71688,58530,44,63705
74787,74885,74788,76737,73257,74789,74600,74784,74781,76704,76726,74602,74783,74790,76709,76700,19680,74665,74781,74782,74445,74775,74776,73362,74784,74774,74785,74771,74768,76633,74743,76659,74780,74784,74792,74798,74712,74781,23361,74783,118205,74771,74785,74197,74697,74603,74783,74783,74781,76696,74786,76679,74785,74732,74737,74787,74786,74784,73996,76719,74049,73910,76602,74782,74783,74604,74784,74782,74779,74787,74397,74784,119907,74780,74779,74788,74781,74779,74773,74585,74778,74779,74783,74858,74834,74511,74695,74779,24496,74802,74779,74793,76706,74783,74758,74780,74789,74776,74786,74776,74785,74786,76590,18100,19685,75624,24924,75628,19597,76658,111802,23263,76516,74789,74776,23075,76605,18158,75603,74774,0,76512,74008,76540,76560,76572,24378,76448,74757,24208,116774,19452,18069,115961,76496,74783,76538,76530,19624,76571,18016,75589,24630,18088,76610,76594,19583,18092,19615,76707,74754,24688,18108,23216,18100,23274,18069,74789,19628
18104,18206,18106,441,17799,18114,18066,18102,18102,438,444,18068,18102,18108,435,428,64976,18094,18100,18095,18032,18090,18070,17767,18115,18099,18107,18114,18103,429,18068,432,18099,18117,18109,18118,18096,18085,75323,18101,119231,18100,18105,17923,18089,18078,18102,18101,18104,442,18105,440,18103,18072,18072,18107,18104,18103,17907,441,17900,17781,424,18113,18100,18071,18106,18100,18097,18106,18051,18093,121030,18099,18098,18108,18098,18098,18103,18071,18098,18097,18098,18174,18173,18041,18095,18098,75347,18123,18090,18121,435,18102,18098,18104,18108,18069,18107,18082,18102,18111,20,59719,65068,18875,77470,18898,64440,446,112783,73261,15,18110,18099,72217,11,59997,18858,18081,76512,0,17860,11,4,14,75865,15,18099,74156,116576,63641,59485,116183,14,18107,11,7,64973,15,59137,18856,77168,59657,361,19,64479,59703,65062,434,18096,77413,59758,72959,59779,73217,59569,18108,65060
382,494,387,18241,377,387,383,380,380,18204,18226,386,382,389,18198,18151,63287,382,379,375,380,386,379,376,393,377,385,390,383,17977,365,18054,377,392,392,402,385,379,73122,379,116915,383,385,380,383,384,380,379,382,18123,383,18113,381,373,375,385,382,383,17196,18181,17255,16930,17966,395,379,390,384,378,375,386,382,381,117740,378,376,382,378,376,383,382,377,375,376,485,486,382,383,376,73096,395,379,394,18200,381,379,379,385,377,381,377,381,388,17967,57972,63332,17618,75145,17703,62596,18021,109407,71215,17778,388,376,70030,18068,58313,17564,371,74008,17860,0,17876,17975,17951,73407,17689,377,72006,112201,61784,57736,113229,17832,383,17875,17889,63193,17900,57315,17595,74913,57906,18068,17982,62685,57965,63308,18153,373,75238,58055,70883,58055,71140,57853,386,63301
18116,18219,18118,436,17810,18125,18077,18114,18114,429,429,18079,18114,18120,427,421,64984,18105,18112,18107,18042,18101,18088,17779,18126,18111,18119,18125,18115,424,18078,428,18111,18128,18121,18130,18106,18097,75385,18113,119312,18112,18117,17942,18101,18090,18114,18113,18116,434,18117,430,18115,18082,18082,18119,18116,18115,17921,431,17915,17789,421,18124,18113,18080,18118,18112,18109,18118,18063,18110,121126,18111,18110,18119,18110,18110,18114,18082,18110,18109,18110,18183,18179,18058,18105,18110,75405,18134,18107,18132,426,18114,18109,18115,18119,18086,18118,18094,18114,18122,15,59721,65073,18882,77485,18909,64440,444,112798,73262,11,18120,18109,72216,15,60003,18862,18097,76540,11,17876,0,11,12,75872,11,18110,74161,116583,63646,59479,116175,10,18117,8,8,64973,9,59135,18871,77185,59656,357,15,64482,59718,65075,431,18107,77427,59756,72967,59785,73219,59569,18118,65065
18239,18340,18239,443,17932,18249,18198,18237,18235,442,441,18202,18235,18243,436,424,64997,18228,18235,18230,18166,18222,18202,17897,18248,18234,18240,18248,18236,432,18202,434,18232,18251,18244,18251,18231,18219,75407,18236,119342,18233,18238,18044,18224,18211,18235,18234,18237,445,18238,442,18238,18205,18206,18240,18239,18236,17982,439,17972,17847,425,18248,18234,18203,18241,18233,18232,18239,18185,18213,121166,18232,18233,18241,18232,18232,18236,18205,18231,18231,18231,18300,18297,18163,18228,18233,75439,18256,18210,18254,435,18235,18230,18238,18241,18204,18242,18217,18237,18246,16,59739,65090,18910,77514,18935,64452,447,112821,73286,14,18242,18231,72233,4,60023,18884,18200,76560,4,17975,11,0,11,75886,17,18232,74183,116605,63659,59500,116214,12,18239,13,10,64984,14,59153,18896,77207,59678,361,15,64498,59743,65082,436,18230,77455,59777,72986,59804,73246,59590,18240,65076
18209,18311,18211,436,17902,18218,18170,18207,18207,431,436,18172,18207,18213,431,420,65009,18198,18205,18200,18134,18195,18174,17868,18219,18204,18212,18218,18208,429,18171,431,18204,18221,18214,18223,18200,18190,75424,18206,119327,18206,18211,18021,18194,18184,18207,18206,18209,440,18210,429,18208,18175,18175,18212,18209,18208,17967,434,17964,17837,423,18217,18206,18175,18211,18205,18202,18211,18155,18188,121164,18204,18203,18212,18204,18203,18207,18175,18203,18202,18203,18276,18272,18136,18199,18203,75442,18227,18185,18226,425,18207,18202,18208,18212,18174,18211,18187,18207,18215,12,59746,65100,18912,77521,18943,64461,443,112829,73299,10,18213,18202,72246,13,60027,18889,18175,76572,14,17951,12,11,0,75896,15,18201,74198,116609,63670,59514,116198,12,18210,8,10,65000,9,59173,18902,77216,59686,357,11,64509,59745,65099,435,18198,77465,59787,73001,59807,73259,59593,18211,65089
74069,74165,74070,76050,72682,74072,73891,74066,74056,76036,76045,73892,74065,74072,76033,76027,20898,74025,74063,74061,73691,74022,74033,72692,74067,74063,74067,74050,74064,75966,74004,75988,74063,74077,74074,74078,73963,74035,23885,74065,118260,74055,74069,73489,74023,73863,74066,74065,74065,76020,74069,75998,74067,74007,74009,74070,74068,74067,73563,76056,73605,73460,75945,74077,74065,73894,74069,74066,74061,74070,73786,74070,119897,74062,74061,74070,74064,74061,74057,73847,74060,74061,74063,74147,74146,73849,73961,74061,24772,74081,74065,74081,76020,74067,74049,74065,74068,74031,74068,74031,74066,74063,75906,19272,20911,74997,24064,75006,20802,75967,112448,23679,75833,74076,74063,23486,75934,19346,74982,74059,24378,75865,73407,75872,75886,75896,0,75783,74063,24054,116735,20635,19217,116256,75852,74072,75870,75868,20869,75894,19171,74954,66,19275,75950,75907,20754,19242,20901,76024,74061,56,19281,23621,19264,23672,19260,74075,20873
17921,18024,17923,438,17621,17930,17884,17919,17919,431,436,17886,17919,17925,431,421,64921,17910,17917,17912,17851,17906,17897,17586,17932,17916,17923,17930,17920,428,17883,430,17916,17933,17926,17934,17911,17902,75295,17918,119194,17918,17923,17755,17906,17896,17919,17918,17921,437,17922,431,17920,17887,17887,17924,17921,17920,17835,435,17828,17703,421,17930,17918,17889,17923,17919,17914,17923,17869,17919,121000,17916,17915,17924,17916,17915,17923,17887,17916,17914,17915,18004,18003,17867,17910,17915,75332,17939,17916,17937,426,17919,17914,17920,17924,17893,17923,17899,17919,17928,18,59673,65014,18797,77405,18825,64385,443,112734,73197,12,17925,17914,72151,19,59954,18774,17906,76448,15,17689,11,17,15,75783,0,17914,74091,116520,63585,59439,116107,1,17922,9,12,64916,12,59091,18786,77097,59611,361,14,64426,59665,65013,435,17912,77346,59711,72902,59732,73156,59522,17925,65005
66,183,69,18550,64,70,67,63,64,18512,18534,70,65,71,18509,18465,63685,64,61,57,64,70,61,68,75,59,67,71,63,18296,42,18372,59,72,74,86,65,62,73475,62,117402,65,69,65,65,67,62,61,64,18377,65,18418,64,47,49,67,64,64,17444,18439,17520,17183,18233,75,62,72,66,65,58,69,69,63,118606,61,60,64,61,59,64,62,59,57,62,174,171,63,63,60,73615,76,60,75,18503,63,60,59,66,60,62,60,64,69,18223,58680,63729,17861,75767,17954,62961,18252,110335,71756,17999,54,2,70555,18313,59028,17817,37,74757,18099,377,18110,18232,18201,74063,17914,0,72591,113812,62169,58435,113855,18039,49,18109,18117,63592,18140,57999,17852,75617,58602,18356,18198,63077,58672,63675,18442,3,75937,58756,71414,58771,71682,58529,54,63701
72574,72667,72575,74383,71262,72600,72371,72571,72567,74358,74380,72372,72568,72576,74356,74354,20226,72596,72568,72566,72314,72558,72565,71401,72595,72567,72571,72582,72569,74291,72560,74311,72568,72607,72579,72583,72497,72570,24368,72570,115093,72560,72574,72024,72570,72365,72571,72570,72569,74359,72574,74343,72571,72566,72566,72574,72572,72569,72045,74370,72065,71947,74260,72582,72570,72374,72574,72569,72566,72573,72262,72599,116209,72567,72566,72598,72569,72566,72588,72380,72564,72566,72567,72638,72637,72305,72493,72566,25009,72611,72594,72610,74356,72570,72576,72593,72601,72563,72596,72564,72571,72593,74217,18607,20249,73278,24722,73283,20088,74266,109027,24003,74134,72605,72594,23832,74223,18648,73260,72589,24208,74156,72006,74161,74183,74198,24054,74091,72591,0,113060,19996,18551,112849,74119,72601,74163,74160,20191,74187,18499,73236,24256,18594,74243,74195,20120,18583,20158,74349,72587,24305,18615,23968,18616,24027,18565,72602,20178
113815,113907,113816,116788,111993,113814,113606,113812,113810,116768,116779,113607,113812,113818,116775,116754,98593,113634,113810,113808,113282,113724,113775,111516,113820,113809,113813,113753,113812,116714,113752,116742,113810,113825,113821,113823,113648,113796,114136,113811,22139,113798,113813,112881,113635,113488,113812,113811,113810,116766,113815,116729,113813,113756,113757,113817,113814,113812,112374,116791,112431,112274,116698,113826,113812,113604,113816,113811,113807,113815,113269,113800,22243,113808,113806,113816,113810,113808,113809,113537,113803,113808,113810,113867,113872,113386,113646,113808,115214,113827,113798,113824,116745,113815,113780,113811,113818,113778,113814,113791,113813,113816,116623,90935,98576,114977,117730,114974,98221,116661,21050,111190,116544,113820,113812,110643,116634,91107,114977,113790,116774,116576,112201,116583,116605,116609,116735,116520,113812,113060,0,97734,90778,21626,116568,113818,116599,116584,98626,116607,90596,114945,117480,90913,116671,116641,98254,90918,98570,116775,113811,117602,90939,111022,90947,111161,90843,113817,98720
62149,62227,62149,63791,60777,62176,62141,62148,62143,63771,63790,62143,62146,62151,63779,63768,88,62139,62144,62143,61806,62124,62142,61192,62181,62145,62147,62160,62145,63718,62137,63743,62145,62183,62157,62161,62064,62146,18719,62147,100241,62136,62150,61715,62138,61936,62147,62147,62147,63770,62151,63760,62149,62145,62145,62152,62150,62149,62086,63788,62126,62000,63690,62157,62146,62143,62151,62146,62143,62150,61955,62175,100718,62143,62143,62176,62145,62144,62176,61951,62144,62143,62144,62207,62199,61879,62064,62143,19537,62188,62172,62184,63775,62147,62155,62172,62178,62142,62174,62141,62146,62178,63675,1680,92,62926,19586,62935,57,63730,93981,18783,63622,62181,62173,18649,63689,1696,62901,62168,19452,63641,61784,63646,63659,63670,20635,63585,62169,19996,97734,0,1672,98086,63624,62176,63639,63645,1096,63668,1668,62875,20864,1687,63700,63686,10,1679,1096,63762,62161,20904,1693,18741,1686,18776,1678,62178,1102
58413,58483,58412,59626,57016,58440,58396,58412,58402,59599,59611,58364,58410,58414,59606,59598,1703,58415,58408,58407,58055,58381,58407,57441,58442,58409,58411,58422,58409,59549,58400,59577,58409,58446,58420,58424,58326,58408,17389,58411,92821,58400,58412,57979,58391,58203,58411,58411,58411,59599,58414,59593,58413,58407,58407,58417,58414,58413,57969,59612,58001,57893,59525,58421,58409,58400,58414,58410,58407,58411,58214,58440,93254,58406,58407,58438,58409,58408,58435,58213,58408,58407,58408,58463,58458,58144,58326,58407,17954,58451,58437,58448,59611,58411,58418,58435,58438,58407,58436,58406,58410,58439,59532,8,1703,58704,18050,58704,1671,59580,86935,17317,59465,58445,58436,17214,59532,17,58682,58434,18069,59485,57736,59479,59500,59514,19217,59439,58435,18551,90778,1672,0,90602,59454,58439,59483,59486,1627,59507,4,58662,19421,7,59527,59534,1679,17,1638,59593,58431,19457,6,17281,10,17318,7,58442,1611
113851,113946,113852,116435,112088,113860,113644,113848,113847,116424,116428,113646,113848,113854,116410,116407,98928,113868,113846,113835,113269,113837,113817,111553,113881,113834,113849,113800,113790,116369,113810,116379,113845,113871,113847,113856,113700,113835,114512,113847,22396,113835,113848,112891,113851,113504,113848,113847,113846,116348,113848,116393,113848,113769,113769,113850,113849,113848,113031,116366,113088,112931,116287,113804,113847,113645,113849,113848,113843,113853,113291,113854,22511,113846,113843,113872,113844,113843,113869,113584,113842,113843,113846,113908,113912,113424,113699,113842,115168,113882,113840,113880,116405,113850,113837,113869,113865,113820,113870,113833,113848,113875,116200,90748,98907,114498,117185,114506,98537,116264,21009,111102,116136,113865,113855,110553,116231,90916,114498,113831,115961,116183,113229,116175,116214,116198,116256,116107,113855,112849,21626,98086,90602,0,116159,113860,116188,116172,98827,116198,90449,114461,116969,90743,116254,116200,98581,90757,98735,116367,113851,117085,90775,110958,90774,111043,90688,113866,98889
18045,18144,18047,434,17738,18054,18009,18043,18043,430,429,18011,18043,18049,425,422,64937,18047,18041,18036,17972,18047,18038,17731,18056,18040,18048,18054,18044,422,18021,427,18040,18057,18051,18059,18035,18042,75296,18042,119260,18042,18047,17882,18046,18020,18043,18042,18045,435,18046,429,18044,18027,18027,18048,18045,18044,17897,431,17889,17764,417,18055,18042,18014,18047,18041,18038,18047,17994,18049,121065,18040,18039,18047,18040,18039,18044,18011,18040,18038,18039,18136,18135,17997,18034,18039,75351,18063,18046,18061,427,18043,18038,18044,18049,18037,18046,18037,18043,18052,15,59695,65043,18865,77459,18894,64420,438,112762,73237,10,18049,18038,72195,14,59966,18844,18037,76496,14,17832,10,12,12,75852,1,18039,74119,116568,63624,59454,116159,0,18046,7,9,64946,13,59109,18858,77150,59623,358,12,64449,59672,65041,431,18036,77392,59725,72944,59758,73193,59541,18047,65034
71,189,75,18569,71,75,72,68,68,18534,18556,75,70,78,18532,18483,63700,70,67,63,69,76,67,75,81,65,73,76,68,18304,45,18379,65,79,81,91,70,67,73535,67,117441,70,73,71,71,72,68,67,70,18399,72,18438,69,52,55,73,70,71,17466,18457,17550,17193,18240,80,67,78,72,67,63,75,74,68,118658,66,65,69,66,64,70,68,65,63,67,179,177,68,69,66,73676,82,66,82,18524,69,66,65,71,65,68,65,69,75,18231,58685,63745,17870,75790,17972,62966,18261,110345,71767,18007,60,46,70565,18331,59042,17825,40,74783,18107,383,18117,18239,18210,74072,17922,49,72601,113818,62176,58439,113860,18046,0,18117,18124,63600,18147,58003,17866,75630,58617,18364,18204,63083,58688,63682,18454,46,75962,58763,71426,58780,71700,58535,58,63711
18116,18219,18118,433,17809,18125,18078,18114,18114,430,435,18080,18114,18120,426,422,64974,18105,18112,18107,18044,18101,18088,17779,18126,18111,18119,18125,18115,426,18078,431,18111,18128,18121,18130,18106,18097,75379,18113,119315,18112,18117,17940,18101,18090,18114,18113,18116,436,18117,430,18115,18082,18082,18119,18116,18115,17931,432,17923,17799,422,18125,18113,18083,18118,18112,18109,18118,18063,18110,121129,18111,18110,18119,18110,18110,18114,18082,18110,18109,18110,18191,18190,18058,18105,18110,75394,18134,18107,18132,425,18114,18109,18115,18119,18086,18118,18094,18114,18122,12,59715,65067,18879,77481,18907,64438,444,112819,73262,8,18120,18109,72221,10,59997,18860,18097,76538,11,17875,8,13,8,75870,9,18109,74163,116599,63639,59483,116188,7,18117,0,8,64967,9,59137,18869,77175,59659,357,9,64476,59713,65063,430,18106,77419,59757,72961,59778,73220,59566,18118,65055
18123,18225,18125,436,17817,18132,18085,18121,18121,431,434,18087,18121,18127,428,422,64981,18112,18119,18114,18051,18108,18105,17793,18134,18118,18126,18132,18122,427,18085,429,18118,18135,18128,18137,18114,18104,75359,18120,119301,18120,18125,17961,18108,18098,18121,18120,18123,435,18124,430,18122,18089,18089,18126,18123,18122,17936,433,17930,17804,421,18131,18120,18090,18125,18119,18116,18125,18071,18127,121110,18118,18117,18126,18118,18117,18122,18089,18118,18116,18117,18206,18204,18075,18113,18117,75397,18141,18124,18139,424,18121,18116,18122,18126,18101,18125,18101,18121,18130,14,59721,65076,18888,77484,18916,64440,441,112794,73262,11,18127,18116,72218,13,60002,18866,18114,76530,7,17889,8,10,10,75868,12,18117,74160,116584,63645,59486,116172,9,18124,8,0,64971,10,59141,18876,77179,59663,356,13,64486,59718,65072,432,18113,77432,59762,72968,59782,73224,59572,18125,65062
63573,63653,63573,65126,62130,63601,63566,63572,63565,65098,65117,63568,63570,63575,65104,65097,1101,63561,63568,63567,63228,63539,63564,62587,63603,63568,63571,63582,63565,65049,63557,65073,63569,63607,63581,63585,63488,63567,18881,63571,100978,63560,63574,63134,63560,63359,63571,63571,63571,65097,63575,65091,63573,63563,63563,63576,63574,63573,63292,65115,63320,63207,65018,63578,63570,63571,63575,63570,63567,63573,63367,63597,101485,63567,63567,63600,63569,63568,63598,63373,63568,63567,63568,63626,63625,63299,63485,63567,19699,63612,63594,63610,65102,63571,63577,63595,63602,63563,63598,63563,63570,63601,65008,1627,1106,64216,19727,64217,1088,65058,94702,18917,64941,63605,63597,18803,65015,1626,64193,63590,19624,64973,63193,64973,64984,65000,20869,64916,63592,20191,98626,1096,1627,98827,64946,63600,64967,64971,0,64994,1634,64165,21083,1644,65028,65022,1087,1627,210,65092,63585,21115,1627,18885,1624,18914,1626,63602,113
18146,18249,18148,434,17842,18155,18107,18144,18144,429,434,18109,18144,18150,427,421,65006,18135,18142,18137,18072,18131,18112,17804,18156,18141,18149,18155,18145,430,18108,431,18141,18158,18151,18160,18137,18127,75410,18143,119323,18143,18148,17967,18131,18121,18144,18143,18146,435,18147,429,18145,18113,18113,18149,18146,18145,17941,431,17934,17809,423,18154,18143,18112,18148,18142,18139,18148,18092,18134,121139,18141,18140,18149,18141,18140,18137,18112,18140,18139,18140,18219,18216,18082,18136,18140,75429,18164,18131,18162,423,18144,18139,18145,18150,18111,18148,18124,18144,18152,7,59739,65096,18896,77517,18923,64457,444,112821,73289,11,18150,18139,72239,12,60022,18879,18121,76571,15,17900,9,14,9,75894,12,18140,74187,116607,63668,59507,116198,13,18147,9,10,64994,0,59156,18884,77211,59682,358,12,64507,59742,65092,432,18135,77454,59782,72995,59803,73253,59589,18148,65084
57977,58047,57976,59272,56584,58004,57960,57976,57967,59243,59263,57928,57974,57978,59252,59244,1708,57982,57972,57971,57634,57948,57971,57013,58006,57973,57975,57986,57973,59203,57964,59229,57973,58010,57984,57988,57891,57972,17337,57975,92659,57964,57976,57539,57958,57767,57975,57975,57975,59242,57978,59245,57977,57971,57971,57981,57978,57977,57590,59269,57619,57511,59180,57985,57973,57964,57978,57974,57971,57975,57777,58004,93055,57970,57971,58002,57973,57972,58000,57775,57972,57971,57972,58030,58027,57706,57889,57971,17922,58015,58001,58012,59256,57975,57982,57999,58002,57971,58000,57970,57974,58003,59183,13,1706,58368,18031,58364,1671,59233,86747,17280,59116,58009,58000,17161,59183,29,58351,57998,18016,59137,57315,59135,59153,59173,19171,59091,57999,18499,90596,1668,4,90449,59109,58003,59137,59141,1634,59156,0,58315,19382,15,59181,59187,1679,21,1633,59252,57995,19425,18,17236,17,17273,14,58006,1619
17884,17982,17883,19043,17584,17879,17835,17882,17880,19027,19036,17839,17880,17888,19019,19001,64153,17877,17880,17862,17798,17868,17855,17500,17892,17865,17882,17882,17869,18948,17848,18968,17877,17878,17888,17895,17881,17879,74235,17881,117623,17878,17883,17708,17877,17864,17880,17879,17882,19001,17883,19008,17883,17847,17851,17885,17883,17881,17942,19036,17982,17802,18936,17883,17878,17843,17882,17878,17877,17883,17791,17858,119284,17877,17878,17881,17877,17877,17871,17860,17877,17876,17877,17937,17937,17829,17876,17877,74487,17897,17843,17896,19035,17876,17880,17876,17869,17861,17882,17874,17882,17891,18906,58894,64243,10,76479,68,63597,18957,111426,72362,18821,17863,17855,71337,18958,59184,7,17845,75589,18856,17595,18871,18896,18902,74954,18786,17852,73236,114945,62875,58662,114461,18858,17866,18869,18876,64165,18884,58315,0,76276,58840,18968,18902,63670,58898,64214,19003,17847,76543,58930,72086,58944,72313,58757,17871,64258
75630,75726,75631,77380,74203,75633,75451,75627,75617,77358,77371,75452,75626,75633,77359,77350,21128,75587,75624,75622,75236,75582,75585,74239,75626,75624,75628,75614,75616,77280,75564,77308,75624,75637,75635,75639,75524,75595,24152,75626,119070,75615,75629,74999,75585,75423,75627,75626,75626,77349,75631,77322,75628,75556,75559,75631,75629,75629,74904,77371,74944,74796,77259,75627,75625,75451,75630,75627,75622,75629,75343,75593,120760,75623,75622,75631,75624,75622,75620,75405,75621,75622,75624,75670,75646,75369,75516,75622,25016,75643,75588,75639,77350,75627,75607,75625,75629,75583,75629,75583,75627,75627,77226,19473,21132,76315,24319,76327,21031,77290,113196,23879,77152,75635,75623,23719,77247,19531,76301,75590,24630,77168,74913,77185,77207,77216,66,77097,75617,24256,117480,20864,19421,116969,77150,75630,77175,77179,21083,77211,19382,76276,0,19490,77254,77233,20990,19445,21122,77339,75621,16,19478,23842,19474,23878,19457,75635,21097
58593,58663,58592,59799,57190,58620,58576,58592,58581,59778,59785,58544,58590,58594,59780,59774,1714,58594,58588,58587,58235,58560,58587,57620,58622,58585,58591,58602,58589,59728,58580,59753,58589,58619,58600,58604,58507,58588,17421,58591,92950,58580,58592,58155,58570,58383,58591,58591,58591,59773,58594,59768,58593,58587,58587,58597,58594,58593,58150,59788,58182,58074,59702,58601,58589,58580,58594,58590,58587,58591,58394,58620,93408,58586,58587,58618,58589,58588,58614,58384,58588,58587,58588,58648,58642,58315,58500,58587,18006,58631,58617,58627,59785,58591,58598,58615,58618,58587,58616,58586,58590,58619,59703,7,1710,58883,18094,58883,1686,59755,87057,17359,59641,58625,58614,17258,59707,15,58862,58614,18088,59657,57906,59656,59678,59686,19275,59611,58602,18594,90913,1687,7,90743,59623,58617,59659,59663,1644,59682,15,58840,19490,0,59703,59705,1685,8,1645,59767,58602,19523,12,17327,10,17354,3,58622,1626
18363,18464,18364,471,18054,18372,18326,18361,18361,470,473,18328,18361,18367,459,461,65037,18355,18359,18352,18286,18360,18335,18029,18373,18358,18364,18374,18362,463,18337,472,18358,18373,18370,18377,18354,18356,75424,18360,119372,18359,18364,18173,18342,18339,18360,18360,18362,473,18364,474,18362,18343,18343,18366,18362,18362,18048,467,18044,17916,453,18373,18359,18333,18365,18359,18356,18364,18312,18338,121227,18358,18357,18365,18357,18357,18361,18329,18357,18356,18357,18418,18414,18284,18353,18357,75474,18381,18335,18378,467,18361,18355,18360,18366,18338,18364,18350,18361,18371,367,59760,65128,18974,77565,19004,64494,479,112865,73337,358,18367,18356,72289,359,60042,18955,18326,76610,361,18068,357,361,357,75950,361,18356,74243,116671,63700,59527,116254,358,18364,357,356,65028,358,59181,18968,77254,59703,0,363,64537,59753,65130,465,18353,77507,59801,73040,59823,73302,59609,18365,65119
18204,18305,18206,432,17899,18213,18166,18202,18202,428,433,18168,18202,18208,426,421,65032,18209,18200,18195,18129,18197,18191,17877,18215,18199,18207,18213,18203,429,18180,432,18199,18216,18209,18218,18195,18198,75409,18201,119389,18200,18205,18040,18205,18178,18202,18201,18204,435,18205,428,18203,18178,18178,18207,18204,18203,17984,434,17981,17856,425,18213,18201,18169,18206,18200,18197,18206,18151,18208,121196,18199,18198,18207,18198,18198,18202,18170,18199,18197,18198,18293,18288,18156,18194,18198,75462,18222,18205,18218,426,18202,18197,18203,18207,18190,18206,18190,18202,18211,15,59767,65123,18912,77534,18938,64485,446,112861,73315,11,18205,18193,72261,15,60050,18890,18195,76594,19,17982,15,15,11,75907,14,18198,74195,116641,63686,59534,116200,12,18204,9,13,65022,12,59187,18902,77233,59705,363,0,64534,59766,65123,433,18193,77484,59808,73022,59828,73276,59614,18206,65106
63057,63135,63057,64638,61646,63084,63049,63056,63051,64611,64629,63051,63054,63059,64616,64608,84,63047,63052,63051,62703,63031,63050,62087,63088,63053,63055,63067,63053,64557,63045,64580,63053,63091,63065,63069,62972,63053,18837,63055,100793,63044,63058,62619,63046,62844,63055,63055,63055,64609,63059,64606,63057,63053,63053,63060,63058,63057,62870,64624,62916,62786,64525,63065,63053,63054,63059,63054,63051,63058,62853,63083,101274,63051,63051,63084,63053,63052,63082,62856,63052,63051,63052,63109,63108,62785,62970,63051,19654,63096,63080,63094,64609,63055,63063,63080,63086,63050,63082,63049,63054,63086,64522,1683,82,63722,19686,63727,55,64571,94495,18887,64454,63089,63080,18764,64529,1688,63701,63076,19583,64479,62685,64482,64498,64509,20754,64426,63077,20120,98254,10,1679,98581,64449,63083,64476,64486,1087,64507,1679,63670,20990,1685,64537,64534,0,1680,1083,64602,63072,21039,1690,18851,1679,18884,1676,63086,1083
